Env,Date,QV2M,T2MDEW,PS,RH2M,WS2M,GWETTOP,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,T2MWET,GWETROOT,T2M,GWETPROF,ALLSKY_SFC_SW_DNI,PRECTOTCORR
MOH1_2_2020,20200806,12.39,17.07,99.11,74.0,2.38,0.64,20.74,112.97,28.55,16.07,19.59,0.62,22.12,0.62,15.09,0.02
MOH1_2_2020,20200807,14.89,19.97,99.1,76.12,2.45,0.62,23.57,128.11,30.3,18.47,22.32,0.62,24.67,0.61,24.36,0.15
MOH1_2_2020,20200808,17.03,22.23,99.01,86.25,2.81,0.65,15.55,87.79,29.08,21.83,23.47,0.62,24.72,0.62,8.48,7.3
MOH1_2_2020,20200809,18.01,23.12,98.86,80.0,2.4,0.63,14.41,82.13,30.87,22.76,25.11,0.62,27.1,0.61,9.68,1.54
MOH1_2_2020,20200810,18.31,23.39,98.75,81.0,1.74,0.66,20.22,111.96,31.94,22.79,25.3,0.62,27.22,0.61,19.01,11.54
MOH1_2_2020,20200811,17.46,22.63,98.82,86.06,0.84,0.67,17.23,96.11,28.94,22.15,23.94,0.63,25.26,0.62,7.43,5.84
MOH1_2_2020,20200812,17.21,22.41,98.92,81.94,1.39,0.64,24.28,129.38,30.93,21.38,24.2,0.62,25.99,0.62,24.38,0.05
MOH1_2_2020,20200813,16.3,21.52,98.9,81.12,1.73,0.62,23.91,128.77,29.95,20.65,23.4,0.62,25.29,0.61,23.92,0.0
MOH1_2_2020,20200814,16.05,21.22,98.77,79.62,1.43,0.61,25.01,133.56,29.8,21.23,23.25,0.61,25.28,0.6,28.41,0.3
MOH1_2_2020,20200815,14.1,19.03,98.87,78.19,2.28,0.6,16.53,90.84,27.87,16.99,21.1,0.6,23.17,0.59,12.46,0.46
MOH1_2_2020,20200816,10.01,13.91,99.24,61.19,1.23,0.59,24.81,131.2,29.48,14.1,18.26,0.59,22.62,0.59,24.25,0.0
MOH1_2_2020,20200817,12.21,16.89,99.09,67.81,2.61,0.57,25.93,138.7,29.78,17.83,20.16,0.59,23.44,0.59,33.0,0.03
MOH1_2_2020,20200818,10.31,14.26,99.07,68.31,2.48,0.56,25.01,129.67,26.89,16.05,17.64,0.58,21.02,0.58,27.59,0.0
MOH1_2_2020,20200819,9.58,13.23,99.08,65.88,2.01,0.55,26.77,140.27,27.86,15.12,17.0,0.57,20.77,0.57,37.83,0.0
MOH1_2_2020,20200820,9.16,12.41,98.83,61.94,1.2,0.54,26.29,136.94,29.51,12.93,16.76,0.56,21.09,0.56,35.18,0.0
MOH1_2_2020,20200821,10.74,14.82,98.65,64.88,1.18,0.53,26.36,137.21,31.28,14.68,18.9,0.55,22.97,0.55,35.72,0.0
MOH1_2_2020,20200822,12.08,16.64,98.69,63.44,1.12,0.52,24.66,129.86,32.16,15.77,20.73,0.55,24.81,0.55,30.42,0.0
MOH1_2_2020,20200823,13.43,18.35,98.87,62.44,2.09,0.52,24.2,129.02,34.01,20.73,22.66,0.55,26.98,0.55,28.54,0.0
MOH1_2_2020,20200824,13.61,18.62,99.03,60.06,1.34,0.51,24.45,130.09,35.14,20.34,23.3,0.54,27.98,0.54,31.11,0.0
MOH1_2_2020,20200825,13.18,18.08,98.97,58.25,1.27,0.5,23.4,123.61,36.02,20.74,23.12,0.53,28.17,0.53,27.37,0.0
MOH1_2_2020,20200826,14.4,19.37,98.74,63.19,1.97,0.5,21.55,116.59,35.82,20.39,23.72,0.52,28.05,0.53,20.04,0.24
MOH1_2_2020,20200827,16.48,21.62,98.54,83.25,1.66,0.51,12.95,73.8,27.31,22.01,23.13,0.52,24.65,0.52,7.11,0.97
MOH1_2_2020,20200828,15.44,20.53,98.11,70.0,2.2,0.5,21.1,113.49,34.01,20.75,23.8,0.52,27.08,0.52,23.34,0.16
MOH1_2_2020,20200829,12.94,17.62,98.56,74.75,1.87,0.52,5.64,33.66,25.74,16.24,20.03,0.52,22.43,0.52,2.62,5.09
MOH1_2_2020,20200830,9.52,12.83,98.33,62.5,1.75,0.51,17.78,96.25,29.08,14.94,16.9,0.52,20.98,0.52,14.12,0.06
MOH1_2_2020,20200831,16.54,21.54,98.21,85.56,1.37,0.59,9.35,51.46,30.32,18.03,22.88,0.54,24.23,0.54,7.7,22.6
MOH1_2_2020,20200901,16.97,22.08,98.32,93.44,1.85,0.59,11.17,63.47,25.2,21.79,22.65,0.57,23.22,0.56,3.82,6.57
MOH1_2_2020,20200902,13.06,17.82,98.49,74.5,1.18,0.56,15.36,85.8,28.4,19.34,20.55,0.57,23.26,0.56,7.39,0.77
MOH1_2_2020,20200903,11.6,15.92,98.63,66.56,2.48,0.54,20.0,108.34,31.33,15.96,19.4,0.56,22.89,0.55,21.26,0.0
MOH1_2_2020,20200904,7.87,10.25,99.44,55.75,1.13,0.53,22.73,120.39,29.42,12.3,15.47,0.55,20.69,0.55,23.16,0.0
MOH1_2_2020,20200905,11.78,16.37,99.61,65.81,1.3,0.52,21.91,117.61,32.85,15.59,20.29,0.55,24.21,0.55,27.03,0.05
MOH1_2_2020,20200906,15.38,20.55,98.83,70.31,3.95,0.52,20.7,109.95,32.84,21.63,23.78,0.55,27.01,0.54,18.61,0.06
MOH1_2_2020,20200907,16.42,21.5,98.26,73.25,2.52,0.52,19.82,105.16,33.01,21.71,24.29,0.54,27.08,0.54,19.19,0.1
MOH1_2_2020,20200908,14.4,19.36,98.72,85.62,2.29,0.59,12.07,65.38,27.71,15.83,20.69,0.55,22.01,0.55,6.11,16.41
MOH1_2_2020,20200909,10.93,15.08,99.45,83.0,2.74,0.58,11.95,65.16,25.65,12.58,16.63,0.57,18.18,0.56,7.19,4.93
MOH1_2_2020,20200910,12.21,16.84,99.66,88.88,1.87,0.6,8.74,49.95,24.03,14.44,17.8,0.58,18.76,0.56,3.36,12.02
MOH1_2_2020,20200911,14.16,19.29,99.29,90.44,2.15,0.64,7.57,42.85,25.62,17.74,20.13,0.59,20.98,0.59,2.89,14.4
MOH1_2_2020,20200912,11.78,16.39,98.82,80.75,1.77,0.62,12.94,68.33,25.12,16.83,18.24,0.6,20.09,0.59,6.49,4.16
MOH1_2_2020,20200913,10.13,14.03,99.28,77.5,1.78,0.59,19.66,101.36,24.51,13.51,16.29,0.59,18.54,0.59,21.06,0.06
MOH1_2_2020,20200914,10.38,14.49,99.81,75.94,1.78,0.59,20.54,103.71,27.29,12.63,16.98,0.59,19.47,0.59,24.22,0.0
MOH1_2_2020,20200915,10.56,14.7,99.48,74.31,1.1,0.58,15.65,77.48,27.42,12.95,17.36,0.59,20.01,0.58,10.0,0.01
MOH1_2_2020,20200916,10.62,14.79,99.13,74.06,0.81,0.57,17.8,88.26,25.51,15.11,17.36,0.58,19.93,0.58,16.1,0.0
MOH1_2_2020,20200917,9.52,13.13,99.26,73.25,2.52,0.56,17.61,85.7,24.55,13.67,15.86,0.58,18.58,0.57,17.01,0.0
MOH1_2_2020,20200918,8.24,10.98,99.72,72.94,2.12,0.56,19.19,95.88,22.9,11.66,13.75,0.57,16.52,0.57,21.74,0.0
MOH1_2_2020,20200919,6.04,6.42,99.81,61.12,1.88,0.55,20.17,100.14,21.74,8.31,10.52,0.57,14.62,0.56,25.52,0.0
MOH1_2_2020,20200920,6.41,7.3,99.82,61.44,2.18,0.55,18.9,92.3,24.59,8.37,11.46,0.56,15.61,0.56,21.22,0.0
MOH1_2_2020,20200921,7.93,10.4,99.72,68.38,1.54,0.54,19.79,99.79,26.12,8.75,13.74,0.56,17.08,0.55,26.2,0.0
MOH1_2_2020,20200922,9.83,13.68,99.4,74.44,1.4,0.54,12.93,69.76,25.03,13.5,16.26,0.55,18.86,0.55,5.09,0.0
MOH1_2_2020,20200923,10.56,14.71,99.06,81.5,1.19,0.54,12.31,65.02,22.52,14.47,16.44,0.55,18.18,0.55,7.51,0.0
MOH1_2_2020,20200924,9.34,12.74,98.69,72.25,1.59,0.53,18.81,95.95,26.53,11.43,15.65,0.55,18.57,0.55,24.79,0.0
MOH1_2_2020,20200925,9.83,13.43,98.55,69.0,2.22,0.52,20.15,103.55,30.13,11.69,16.83,0.55,20.23,0.55,30.08,0.0
MOH1_2_2020,20200926,10.13,13.9,98.25,65.12,3.19,0.52,19.83,101.95,31.66,14.63,17.89,0.55,21.87,0.55,28.53,0.0
MOH1_2_2020,20200927,10.38,14.08,98.34,80.06,3.45,0.59,8.7,47.74,23.95,10.67,15.87,0.55,17.66,0.55,5.34,21.36
MOH1_2_2020,20200928,6.84,8.13,98.75,73.88,3.0,0.58,17.07,89.09,19.58,9.12,10.72,0.58,13.3,0.57,21.61,0.06
MOH1_2_2020,20200929,6.04,6.33,98.78,67.94,2.67,0.56,18.65,96.33,19.42,5.97,9.58,0.57,12.84,0.56,25.58,0.0
MOH1_2_2020,20200930,6.04,6.25,98.56,57.81,3.42,0.55,20.12,103.95,24.48,9.55,10.88,0.57,15.52,0.56,34.15,0.0
MOH1_2_2020,20201001,5.13,4.06,99.47,63.88,3.01,0.55,19.89,100.19,17.86,6.34,7.73,0.56,11.4,0.55,32.41,0.0
MOH1_2_2020,20201002,5.0,3.73,99.57,66.56,1.25,0.55,19.03,95.77,16.12,4.52,7.03,0.56,10.33,0.55,27.38,0.09
MOH1_2_2020,20201003,6.53,7.44,99.14,74.44,2.5,0.55,6.29,33.59,19.9,7.43,9.88,0.56,12.31,0.55,3.09,1.57
MOH1_2_2020,20201004,4.88,3.26,99.78,66.06,2.54,0.54,18.82,94.14,16.38,5.26,6.77,0.55,10.28,0.55,28.9,0.06
MOH1_2_2020,20201005,4.7,2.63,99.38,55.75,2.8,0.53,19.18,97.79,22.15,3.62,7.4,0.55,12.17,0.55,32.81,0.0
MOH1_2_2020,20201006,8.06,10.29,98.91,71.0,2.19,0.53,17.17,87.33,24.76,9.21,13.1,0.55,15.91,0.55,25.55,0.0
MOH1_2_2020,20201007,10.19,14.05,98.87,70.31,2.02,0.52,17.86,91.98,30.03,12.32,17.23,0.55,20.39,0.55,28.95,0.0
MOH1_2_2020,20201008,9.4,12.83,99.12,68.12,2.09,0.52,12.66,65.7,28.01,12.87,16.22,0.55,19.6,0.54,9.2,0.0
MOH1_2_2020,20201009,11.23,15.54,98.68,75.75,2.8,0.52,17.04,88.91,29.12,13.48,18.08,0.54,20.62,0.54,26.33,0.0
MOH1_2_2020,20201010,12.02,16.62,98.53,77.25,1.27,0.52,15.72,79.66,28.84,14.72,18.87,0.54,21.1,0.54,21.21,0.0
MOH1_2_2020,20201011,11.66,16.1,98.25,72.44,2.62,0.52,16.9,86.41,29.95,14.85,18.93,0.54,21.75,0.53,27.31,0.03
MOH1_2_2020,20201012,6.84,6.55,98.56,54.88,3.62,0.51,15.05,76.23,21.68,11.83,11.87,0.53,17.21,0.53,22.27,0.01
MOH1_2_2020,20201013,5.25,4.19,99.18,49.12,2.67,0.51,18.12,91.53,24.65,8.12,9.99,0.53,15.79,0.53,33.8,0.0
MOH1_2_2020,20201014,6.9,7.86,98.3,53.69,3.93,0.5,16.89,85.52,29.4,9.49,13.12,0.52,18.39,0.52,24.56,0.01
MOH1_2_2020,20201015,4.03,0.25,99.29,49.31,2.84,0.5,11.22,57.76,16.37,4.63,5.76,0.52,11.27,0.52,14.93,0.0
MOH1_2_2020,20201016,3.17,-2.55,99.73,47.94,2.55,0.5,17.43,86.87,16.34,1.71,3.09,0.52,8.74,0.52,30.13,0.0
MOH1_2_2020,20201017,3.72,-0.44,98.9,41.5,4.23,0.49,15.1,76.81,21.46,6.27,6.47,0.52,13.37,0.52,18.57,0.0
MOH1_2_2020,20201018,5.0,3.66,99.36,71.75,3.41,0.51,3.71,20.83,12.62,4.82,6.12,0.52,8.58,0.52,2.01,2.36
MOH1_2_2020,20201019,4.09,0.86,99.48,67.12,3.26,0.5,3.11,17.47,10.73,3.59,3.76,0.52,6.66,0.52,1.94,0.09
MOH1_2_2020,20201020,6.59,7.18,99.15,86.19,2.7,0.53,3.09,17.43,15.9,4.48,8.31,0.52,9.45,0.52,2.18,6.31
MOH1_2_2020,20201021,7.87,9.94,99.23,90.25,1.91,0.55,4.34,24.28,17.03,6.25,10.73,0.54,11.53,0.53,2.85,8.37
MOH1_2_2020,20201022,12.15,16.76,98.57,76.31,4.08,0.52,15.32,79.52,29.32,16.2,19.23,0.55,21.71,0.54,26.9,0.1
MOH1_2_2020,20201023,5.25,3.6,99.42,75.75,4.24,0.58,4.13,22.84,19.2,1.76,5.68,0.55,7.76,0.55,2.15,10.26
MOH1_2_2020,20201024,3.66,-0.65,99.57,67.81,2.75,0.54,6.96,36.6,10.44,1.04,2.33,0.55,5.33,0.55,2.82,0.23
MOH1_2_2020,20201025,4.15,1.08,99.34,73.25,2.56,0.54,4.47,24.52,8.13,3.56,3.32,0.55,5.55,0.55,2.32,0.18
MOH1_2_2020,20201026,3.42,-1.6,99.9,85.19,3.07,0.55,2.76,15.59,3.26,-2.11,-0.5,0.55,0.61,0.55,1.34,9.42
MOH1_2_2020,20201027,3.36,-1.83,99.83,82.75,1.45,0.57,2.98,16.84,3.18,-1.59,-0.5,0.56,0.83,0.55,1.5,3.39
MOH1_2_2020,20201028,4.7,2.69,98.95,88.19,1.54,0.62,3.16,17.85,7.7,0.84,3.61,0.57,4.51,0.56,1.5,18.44
MOH1_2_2020,20201029,4.33,1.48,98.81,80.5,3.48,0.66,8.71,45.28,10.73,0.05,3.16,0.62,4.85,0.6,6.26,6.01
MOH1_2_2020,20201030,4.15,0.87,99.69,74.06,1.23,0.62,14.92,75.15,13.79,-1.02,3.23,0.61,5.6,0.6,30.08,0.0
MOH1_2_2020,20201031,5.55,5.21,99.3,75.19,3.8,0.62,13.26,67.6,17.72,4.05,7.6,0.6,9.98,0.59,23.25,0.0
MOH1_2_2020,20201101,2.69,-4.88,100.32,51.31,3.62,0.61,14.01,69.57,10.38,-0.41,0.02,0.6,4.93,0.59,26.03,0.0
MOH1_2_2020,20201102,3.17,-3.07,100.07,55.69,2.35,0.6,14.63,73.48,15.58,-3.05,1.39,0.6,5.85,0.59,30.18,0.0
MOH1_2_2020,20201103,6.53,7.38,99.34,80.56,2.43,0.6,14.55,72.52,20.86,3.56,9.16,0.59,10.94,0.59,30.36,0.0
MOH1_2_2020,20201104,7.08,8.69,99.3,71.0,3.18,0.59,10.72,55.09,22.72,7.74,11.61,0.59,14.54,0.59,11.87,0.0
MOH1_2_2020,20201105,8.3,11.12,99.47,76.81,1.97,0.59,13.21,67.48,22.95,10.71,13.37,0.59,15.62,0.59,25.45,0.0
MOH1_2_2020,20201106,9.28,12.71,99.4,84.31,2.14,0.59,12.68,64.98,23.09,9.19,13.86,0.59,15.01,0.58,24.29,0.0
MOH1_2_2020,20201107,8.61,11.51,99.27,80.56,3.1,0.58,13.26,67.2,22.1,8.05,13.28,0.59,15.05,0.58,26.6,0.0
MOH1_2_2020,20201108,11.17,15.48,99.09,86.62,3.36,0.58,8.79,46.88,23.89,12.52,16.66,0.59,17.85,0.58,9.36,0.0
MOH1_2_2020,20201109,12.02,16.65,98.78,86.56,3.49,0.57,7.48,39.14,24.6,14.94,17.83,0.58,19.01,0.58,6.41,0.0
MOH1_2_2020,20201110,8.97,10.15,98.32,80.94,4.98,0.6,4.71,25.76,22.53,0.8,11.78,0.59,13.41,0.58,5.0,7.05
MOH1_2_2020,20201111,3.36,-1.9,99.23,66.81,0.86,0.59,13.19,64.63,11.88,-1.44,1.24,0.59,4.37,0.59,28.88,0.0
MOH1_2_2020,20201112,4.15,0.95,99.16,70.75,2.62,0.59,11.44,56.33,15.46,-0.24,3.79,0.59,6.62,0.58,21.73,0.67
MOH1_2_2020,20201113,2.56,-5.43,99.65,63.38,1.54,0.59,13.36,65.07,9.2,-4.74,-1.86,0.59,1.71,0.58,28.88,0.0
MOH1_2_2020,20201114,7.02,7.56,98.01,84.19,5.01,0.63,4.52,24.27,17.06,1.46,8.87,0.59,10.17,0.59,3.52,10.76
MOH1_2_2020,20201115,3.66,-0.87,98.85,61.06,4.94,0.61,12.53,61.3,12.01,0.9,2.9,0.6,6.67,0.59,28.67,0.01
MOH1_2_2020,20201116,3.54,-1.05,99.64,62.75,2.91,0.6,12.78,62.99,16.18,-0.85,2.58,0.6,6.2,0.59,29.64,0.0
MOH1_2_2020,20201117,3.23,-2.24,100.5,67.06,2.01,0.6,11.99,60.03,11.29,-1.45,0.98,0.59,4.2,0.59,26.58,0.06
MOH1_2_2020,20201118,4.03,0.54,99.77,60.81,4.39,0.59,12.02,59.09,16.37,1.66,4.4,0.59,8.25,0.59,28.03,0.0
MOH1_2_2020,20201119,6.41,6.89,99.05,63.44,4.8,0.59,10.58,53.62,20.85,8.49,10.48,0.59,14.07,0.59,18.82,0.0
MOH1_2_2020,20201120,7.45,9.41,99.88,79.88,2.67,0.59,2.23,12.23,18.13,8.38,11.08,0.59,12.76,0.59,2.52,0.98
MOH1_2_2020,20201121,4.94,3.54,100.21,82.56,3.6,0.62,2.01,11.25,10.26,2.76,4.99,0.59,6.44,0.59,1.4,9.78
MOH1_2_2020,20201122,4.52,2.26,99.87,83.25,2.24,0.62,4.96,25.63,10.73,0.56,3.64,0.6,5.01,0.59,4.65,0.13
MOH1_2_2020,20201123,3.72,-0.35,99.87,89.38,1.67,0.62,3.04,16.18,3.97,-1.11,0.45,0.6,1.25,0.59,2.78,5.5
MOH1_2_2020,20201124,6.04,6.18,98.65,91.69,3.11,0.69,3.57,19.38,10.8,2.83,6.82,0.62,7.46,0.61,1.81,16.93
MOH1_2_2020,20201125,6.29,6.65,98.28,93.12,2.7,0.69,3.31,17.66,10.78,3.3,7.17,0.64,7.69,0.62,3.35,2.65
MOH1_2_2020,20201126,4.39,1.83,99.06,83.5,1.79,0.67,11.36,55.53,11.49,1.44,3.25,0.64,4.66,0.62,24.48,0.03
MOH1_2_2020,20201127,3.97,0.33,99.5,77.0,1.9,0.67,10.58,52.1,10.4,0.31,2.3,0.64,4.28,0.62,22.27,0.0
MOH1_2_2020,20201128,3.48,-1.45,99.57,72.94,1.66,0.66,11.72,56.4,12.88,-2.41,1.06,0.63,3.57,0.62,29.05,0.0
MOH1_2_2020,20201129,3.36,-1.97,99.2,71.56,3.78,0.66,2.38,12.81,8.54,-1.92,0.42,0.63,2.81,0.62,1.52,0.01
MOH1_2_2020,20201130,1.95,-8.56,99.52,67.25,3.36,0.66,11.89,56.23,2.3,-6.13,-5.74,0.63,-2.92,0.62,30.42,0.0
MOH1_2_2020,20201201,2.26,-6.98,99.38,65.0,1.34,0.66,11.69,55.64,6.82,-4.83,-3.88,0.63,-0.78,0.62,29.82,0.0
MOH1_2_2020,20201202,3.11,-2.87,99.86,76.25,1.7,0.66,10.09,49.08,9.83,-3.88,-0.81,0.63,1.26,0.62,15.33,0.02
MOH1_2_2020,20201203,4.15,1.08,99.58,89.44,1.19,0.66,3.32,17.66,8.37,-1.27,1.76,0.62,2.45,0.62,2.22,0.41
MOH1_2_2020,20201204,3.42,-1.58,99.13,80.38,2.36,0.66,10.49,51.72,10.19,-3.2,0.12,0.62,1.82,0.62,24.5,0.01
MOH1_2_2020,20201205,3.85,-0.13,99.26,80.94,1.27,0.66,10.81,53.67,12.33,-1.59,1.59,0.62,3.31,0.62,27.37,0.0
MOH1_2_2020,20201206,3.85,-0.0,99.11,87.69,1.62,0.66,10.12,49.07,8.66,-2.64,0.84,0.62,1.69,0.62,21.29,0.0
MOH1_2_2020,20201207,3.6,-0.99,99.22,85.5,1.55,0.66,6.5,32.42,7.51,-2.49,0.16,0.62,1.31,0.62,10.98,0.0
MOH1_2_2020,20201208,3.85,0.06,99.18,84.88,1.66,0.65,8.31,40.45,10.26,-3.08,1.22,0.62,2.37,0.62,12.4,0.0
MOH1_2_2020,20201209,4.7,2.69,98.79,77.12,2.12,0.65,10.41,52.12,14.94,1.07,4.7,0.62,6.72,0.62,26.27,0.0
MOH1_2_2020,20201210,5.74,5.33,98.59,86.25,1.59,0.65,10.3,50.5,16.67,2.44,6.51,0.62,7.67,0.62,22.68,0.02
MOH1_2_2020,20201211,6.59,7.4,98.2,97.94,1.7,0.68,1.64,8.95,10.62,4.64,7.32,0.63,7.23,0.62,1.38,8.48
MOH1_2_2020,20201212,4.03,0.5,98.63,88.69,3.15,0.67,3.57,18.59,4.2,-1.33,1.37,0.63,2.24,0.62,2.91,0.44
MOH1_2_2020,20201213,3.11,-2.8,99.54,86.88,1.75,0.66,2.47,13.27,2.45,-5.21,-1.74,0.63,-0.69,0.62,1.53,0.11
MOH1_2_2020,20201214,2.2,-7.12,99.92,77.56,2.1,0.66,10.84,51.93,1.65,-5.65,-5.15,0.63,-3.17,0.62,28.31,0.02
MOH1_2_2020,20201215,2.32,-6.35,99.53,76.75,2.73,0.66,4.54,23.04,-0.33,-4.88,-4.49,0.63,-2.63,0.62,2.16,0.27
MOH1_2_2020,20201216,2.5,-5.67,99.14,78.69,1.67,0.66,5.24,26.21,1.32,-4.11,-3.91,0.63,-2.13,0.62,5.11,0.14
MOH1_2_2020,20201217,3.05,-3.16,99.37,85.5,1.66,0.66,8.36,40.94,4.79,-4.39,-1.98,0.63,-0.8,0.62,15.24,0.07
MOH1_2_2020,20201218,3.97,0.44,99.31,89.19,3.41,0.66,6.03,30.76,6.16,-1.99,1.26,0.63,2.08,0.62,2.54,0.0
MOH1_2_2020,20201219,3.54,-1.3,99.2,85.69,2.22,0.66,6.33,31.62,5.92,-2.88,-0.2,0.63,0.9,0.62,11.84,0.0
MOH1_2_2020,20201220,3.42,-1.57,98.75,84.75,2.14,0.66,9.92,48.94,7.51,-3.22,-0.32,0.63,0.94,0.62,23.73,0.0
MOH1_2_2020,20201221,3.6,-0.88,98.85,72.38,4.29,0.66,10.56,51.36,12.74,-0.65,1.73,0.62,4.33,0.62,26.74,0.0
MOH1_2_2020,20201222,3.6,-1.19,99.14,66.62,3.46,0.66,10.3,51.52,12.98,-2.17,1.9,0.62,4.99,0.62,25.87,0.0
MOH1_2_2020,20201223,4.39,-0.08,97.94,66.56,7.04,0.65,6.89,34.46,13.27,-6.11,2.87,0.62,5.83,0.62,9.84,0.11
MOH1_2_2020,20201224,0.92,-16.43,99.06,45.88,5.62,0.65,10.89,50.28,-4.15,-9.76,-11.83,0.62,-7.23,0.62,28.4,0.0
MOH1_2_2020,20201225,1.28,-14.19,99.31,61.06,3.25,0.64,10.66,51.39,-1.57,-14.15,-11.04,0.62,-7.9,0.62,28.8,0.0
MOH1_2_2020,20201226,3.48,-1.69,98.69,90.62,1.75,0.65,10.27,49.71,7.53,-6.02,-1.09,0.62,-0.49,0.61,24.1,0.0
MOH1_2_2020,20201227,4.33,1.33,98.31,87.19,3.59,0.64,7.56,37.54,11.64,-2.14,2.36,0.62,3.38,0.61,10.23,0.0
MOH1_2_2020,20201228,2.5,-5.43,100.13,78.31,2.13,0.64,7.27,36.22,2.22,-3.95,-3.63,0.62,-1.81,0.61,9.66,0.0
MOH1_2_2020,20201229,3.11,-2.92,99.6,84.0,3.98,0.65,2.23,12.07,2.09,-3.16,-1.7,0.62,-0.49,0.61,1.44,8.6
MOH1_2_2020,20201230,3.11,-3.15,99.21,85.69,2.72,0.68,2.01,10.69,1.82,-6.05,-2.03,0.63,-0.91,0.62,1.67,4.06
MOH1_2_2020,20201231,2.38,-6.01,99.63,83.5,2.52,0.66,7.83,38.17,1.12,-6.87,-4.63,0.63,-3.24,0.62,5.28,0.05
MOH1_1_2018,20180101,0.49,-22.2,101.68,70.44,2.23,0.54,11.47,52.15,-13.26,-22.17,-20.25,0.55,-18.31,0.55,30.16,0.0
MOH1_1_2018,20180102,0.67,-19.56,100.81,63.88,1.78,0.54,11.19,52.2,-7.02,-20.78,-16.81,0.55,-14.07,0.55,28.67,0.0
MOH1_1_2018,20180103,1.22,-13.85,99.76,68.69,3.73,0.53,9.05,43.16,-4.82,-13.78,-11.35,0.55,-8.85,0.55,17.85,0.0
MOH1_1_2018,20180104,1.04,-15.52,100.14,74.38,1.33,0.53,8.9,43.22,-7.18,-16.32,-13.49,0.55,-11.45,0.55,14.37,0.0
MOH1_1_2018,20180105,1.28,-12.99,100.29,69.56,2.39,0.53,9.89,48.39,-3.75,-10.96,-10.6,0.55,-8.22,0.55,17.5,0.0
MOH1_1_2018,20180106,1.04,-15.17,100.47,59.44,3.29,0.53,10.67,51.93,-2.88,-14.09,-11.83,0.55,-8.49,0.55,23.68,0.0
MOH1_1_2018,20180107,2.87,-4.43,99.05,82.44,3.14,0.56,1.7,9.34,0.86,-5.86,-3.08,0.55,-1.74,0.55,1.04,13.67
MOH1_1_2018,20180108,3.23,-2.41,99.33,90.81,1.31,0.56,4.98,25.34,3.93,-4.44,-1.67,0.56,-0.93,0.55,5.55,0.12
MOH1_1_2018,20180109,3.54,-1.12,99.29,94.75,2.55,0.55,4.22,22.55,2.15,-3.33,-0.77,0.56,-0.41,0.56,1.95,0.0
MOH1_1_2018,20180110,5.68,5.19,98.18,96.25,4.2,0.58,7.35,37.71,9.19,1.4,5.37,0.57,5.55,0.56,4.51,0.13
MOH1_1_2018,20180111,4.39,-1.34,98.47,81.56,5.16,0.6,3.22,17.41,9.23,-9.29,-0.14,0.58,1.05,0.57,2.53,6.57
MOH1_1_2018,20180112,0.92,-16.3,99.96,56.06,5.53,0.58,11.88,55.77,-6.98,-11.14,-12.92,0.59,-9.53,0.57,28.24,0.01
MOH1_1_2018,20180113,0.92,-16.35,100.98,58.94,2.13,0.58,8.99,44.07,-5.66,-12.12,-13.13,0.58,-9.91,0.57,10.12,0.0
MOH1_1_2018,20180114,1.89,-9.39,100.26,80.81,2.96,0.58,3.92,21.09,-1.68,-11.67,-7.95,0.58,-6.5,0.57,2.01,1.92
MOH1_1_2018,20180115,1.1,-15.6,100.33,60.88,5.52,0.57,7.44,37.41,-3.2,-15.2,-12.63,0.58,-9.65,0.57,8.52,0.14
MOH1_1_2018,20180116,0.73,-18.89,101.21,73.25,3.68,0.57,8.63,42.04,-12.78,-18.13,-17.13,0.58,-15.36,0.57,9.78,0.0
MOH1_1_2018,20180117,1.1,-14.47,100.94,82.25,2.61,0.57,11.33,54.54,-4.85,-16.71,-13.1,0.58,-11.72,0.57,19.94,0.0
MOH1_1_2018,20180118,1.89,-9.4,99.71,68.19,3.98,0.57,11.73,57.13,4.77,-11.25,-6.69,0.58,-3.97,0.57,23.26,0.0
MOH1_1_2018,20180119,2.99,-3.57,98.76,72.25,4.11,0.58,11.01,54.04,9.23,-4.11,-1.17,0.58,1.23,0.57,14.31,0.0
MOH1_1_2018,20180120,5.43,4.71,98.68,98.06,2.2,0.58,5.4,27.89,7.73,-0.11,4.42,0.58,4.13,0.57,5.56,0.0
MOH1_1_2018,20180121,7.81,9.68,98.22,94.5,3.27,0.59,9.88,50.55,17.12,3.71,9.91,0.58,10.15,0.57,12.16,6.47
MOH1_1_2018,20180122,5.0,2.59,97.37,83.62,6.19,0.62,5.27,27.16,13.37,-0.33,3.88,0.59,5.18,0.59,8.06,2.17
MOH1_1_2018,20180123,2.5,-5.56,99.18,73.5,4.51,0.59,4.87,25.22,3.73,-4.6,-3.29,0.59,-1.03,0.59,4.7,0.05
MOH1_1_2018,20180124,2.81,-3.94,99.95,78.06,1.79,0.59,12.76,61.41,5.69,-4.51,-2.09,0.59,-0.24,0.59,27.66,0.0
MOH1_1_2018,20180125,3.42,-1.61,99.6,66.25,3.62,0.59,12.85,62.2,14.68,-1.0,1.61,0.59,4.82,0.59,28.29,0.0
MOH1_1_2018,20180126,4.58,2.29,99.17,69.38,5.62,0.59,9.03,46.12,14.68,1.08,5.19,0.59,8.09,0.58,11.2,0.13
