Env,Year,GermplasmId,Value,k
LenaweeCounty_MI_2012,2012,IA2102,61.5,IA2102
LenaweeCounty_MI_2012,2012,LD02-4485,51.1,LD024485
LenaweeCounty_MI_2012,2012,LD08-12428a,46.5,LD0812428A
LenaweeCounty_MI_2012,2012,LD08-12435a,53.5,LD0812435A
LenaweeCounty_MI_2012,2012,LD08-6982,49.8,LD086982
LenaweeCounty_MI_2012,2012,NEX2905A0R,46.9,NEX2905A0R
LenaweeCounty_MI_2012,2012,SD07CV-631,45.9,SD07CV631
LenaweeCounty_MI_2012,2012,SD08CV-2102,49.7,SD08CV2102
LenaweeCounty_MI_2012,2012,U06-814223R,50.2,U06814223R
LenaweeCounty_MI_2012,2012,U07-135601R,49.0,U07135601R
LenaweeCounty_MI_2012,2012,U07-135636R,49.7,U07135636R
LenaweeCounty_MI_2012,2012,U07-236940R,52.5,U07236940R
LenaweeCounty_MI_2012,2012,U09-311114,51.8,U09311114
LenaweeCounty_MI_2012,2012,U09-312115,48.8,U09312115
LenaweeCounty_MI_2012,2012,U09-316113,49.6,U09316113
LenaweeCounty_MI_2012,2012,U09-317120,53.4,U09317120
LenaweeCounty_MI_2012,2012,U11-607166R,49.7,U11607166R
LenaweeCounty_MI_2012,2012,U11-609163R,51.0,U11609163R
LenaweeCounty_MI_2012,2012,U11-629168R,49.7,U11629168R
LenaweeCounty_MI_2012,2012,U11-638173R,43.1,U11638173R
LenaweeCounty_MI_2012,2012,U11-642173R,44.9,U11642173R
LenaweeCounty_MI_2012,2012,U11-902111R,52.0,U11902111R
LenaweeCounty_MI_2012,2012,U11-902116R,49.1,U11902116R
LenaweeCounty_MI_2012,2012,U11-906115R,45.6,U11906115R
LenaweeCounty_MI_2012,2012,U11-924115R,50.0,U11924115R
LenaweeCounty_MI_2012,2012,U11-924119R,48.9,U11924119R
LenaweeCounty_MI_2012,2012,U11-925119R,43.8,U11925119R
LenaweeCounty_MI_2012,2012,U11-926111R,47.0,U11926111R
LenaweeCounty_MI_2012,2012,U11-927115R,49.3,U11927115R
LenaweeCounty_MI_2012,2012,U11-927121R,49.3,U11927121R
LenaweeCounty_MI_2012,2012,U11-931121R,49.0,U11931121R
LenaweeCounty_MI_2013,2013,AR10-206075,64.8,AR10206075
LenaweeCounty_MI_2013,2013,AR11-114002,67.9,AR11114002
LenaweeCounty_MI_2013,2013,AR11-114057,66.5,AR11114057
LenaweeCounty_MI_2013,2013,AR11-214001,71.9,AR11214001
LenaweeCounty_MI_2013,2013,AR11-214022,68.8,AR11214022
LenaweeCounty_MI_2013,2013,E10265LL,78.3,E10265LL
LenaweeCounty_MI_2013,2013,HM09-W084,69.1,HM09W084
LenaweeCounty_MI_2013,2013,IA2102,74.5,IA2102
LenaweeCounty_MI_2013,2013,LD02-4485,67.2,LD024485
LenaweeCounty_MI_2013,2013,LD08-12435a,78.1,LD0812435A
LenaweeCounty_MI_2013,2013,LD09-16058,71.8,LD0916058
LenaweeCounty_MI_2013,2013,LD09-30015,76.5,LD0930015
LenaweeCounty_MI_2013,2013,NEX2905A0R,71.4,NEX2905A0R
LenaweeCounty_MI_2013,2013,U06-814223R,69.2,U06814223R
LenaweeCounty_MI_2013,2013,U07-135601R,65.5,U07135601R
LenaweeCounty_MI_2013,2013,U07-135636R,80.1,U07135636R
LenaweeCounty_MI_2013,2013,U07-236940R,67.2,U07236940R
LenaweeCounty_MI_2013,2013,U09-133005,63.5,U09133005
LenaweeCounty_MI_2013,2013,U09-133021,79.1,U09133021
LenaweeCounty_MI_2013,2013,U09-202083,67.8,U09202083
LenaweeCounty_MI_2013,2013,U09-211049,63.7,U09211049
LenaweeCounty_MI_2013,2013,U09-311114,76.1,U09311114
LenaweeCounty_MI_2013,2013,U09-312115,76.0,U09312115
LenaweeCounty_MI_2013,2013,U09-316113,85.0,U09316113
LenaweeCounty_MI_2013,2013,U09-317120,80.8,U09317120
LenaweeCounty_MI_2013,2013,U11-607166R,84.6,U11607166R
LenaweeCounty_MI_2013,2013,U11-607174R,79.0,U11607174R
LenaweeCounty_MI_2013,2013,U11-609165R,69.8,U11609165R
LenaweeCounty_MI_2013,2013,U11-924119R,76.4,U11924119R
LenaweeCounty_MI_2013,2013,U11-926111R,72.7,U11926111R
LenaweeCounty_MI_2013,2013,U11-931121R,73.5,U11931121R
LenaweeCounty_MI_2013,2013,U12-902102R,74.4,U12902102R
LenaweeCounty_MI_2013,2013,U12-902104R,76.0,U12902104R
LenaweeCounty_MI_2013,2013,U12-902108R,74.0,U12902108R
LenaweeCounty_MI_2013,2013,U12-907117R,72.2,U12907117R
LenaweeCounty_MI_2013,2013,U12-909110R,71.9,U12909110R
LenaweeCounty_MI_2013,2013,U12-920124R,77.9,U12920124R
LenaweeCounty_MI_2013,2013,U12-923116R,78.3,U12923116R
LenaweeCounty_MI_2013,2013,U12-923122R,79.4,U12923122R
LenaweeCounty_MI_2013,2013,U12-924117R,85.8,U12924117R
LenaweeCounty_MI_2013,2013,U12-926110R,75.8,U12926110R
LenaweeCounty_MI_2013,2013,U12-926115R,80.8,U12926115R
LenaweeCounty_MI_2013,2013,U12-927105R,76.6,U12927105R
LenaweeCounty_MI_2014,2014,AR11-214001,64.9,AR11214001
LenaweeCounty_MI_2014,2014,AR12-228007,69.3,AR12228007
LenaweeCounty_MI_2014,2014,AR12-228047,66.0,AR12228047
LenaweeCounty_MI_2014,2014,E11401,63.9,E11401
LenaweeCounty_MI_2014,2014,E11431,66.3,E11431
LenaweeCounty_MI_2014,2014,IA2102,73.3,IA2102
LenaweeCounty_MI_2014,2014,LD02-4485,67.2,LD024485
LenaweeCounty_MI_2014,2014,LD10-10198,70.3,LD1010198
LenaweeCounty_MI_2014,2014,LD10-5213a,71.1,LD105213A
LenaweeCounty_MI_2014,2014,LD10-5587a,71.2,LD105587A
LenaweeCounty_MI_2014,2014,LD10-5903a,70.1,LD105903A
LenaweeCounty_MI_2014,2014,M09-877021,65.4,M09877021
LenaweeCounty_MI_2014,2014,M09-877026,65.0,M09877026
LenaweeCounty_MI_2014,2014,MLG03-4069017,63.3,MLG034069017
LenaweeCounty_MI_2014,2014,NEX2905A0R,58.6,NEX2905A0R
LenaweeCounty_MI_2014,2014,U06-814223R,74.0,U06814223R
LenaweeCounty_MI_2014,2014,U09-133021,66.9,U09133021
LenaweeCounty_MI_2014,2014,U11-607166R,65.0,U11607166R
LenaweeCounty_MI_2014,2014,U11-610107,73.2,U11610107
LenaweeCounty_MI_2014,2014,U11-610109,71.6,U11610109
LenaweeCounty_MI_2014,2014,U11-611112,72.6,U11611112
LenaweeCounty_MI_2014,2014,U11-614119,70.7,U11614119
LenaweeCounty_MI_2014,2014,U11-619102,69.9,U11619102
LenaweeCounty_MI_2014,2014,U11-619104,72.4,U11619104
LenaweeCounty_MI_2014,2014,U11-919011,68.5,U11919011
LenaweeCounty_MI_2014,2014,U11-920017,71.6,U11920017
LenaweeCounty_MI_2014,2014,U12-903112R,66.5,U12903112R
LenaweeCounty_MI_2014,2014,U12-909109R,69.1,U12909109R
LenaweeCounty_MI_2014,2014,U12-917123R,62.2,U12917123R
LenaweeCounty_MI_2014,2014,U12-920124R,64.8,U12920124R
LenaweeCounty_MI_2014,2014,U12-923116R,68.0,U12923116R
LenaweeCounty_MI_2014,2014,U12-924100R,64.8,U12924100R
LenaweeCounty_MI_2014,2014,U12-924117R,64.8,U12924117R
LenaweeCounty_MI_2014,2014,U12-926115R,69.4,U12926115R
LenaweeCounty_MI_2015,2015,AR13-232001,67.0,AR13232001
LenaweeCounty_MI_2015,2015,E12020,71.5,E12020
LenaweeCounty_MI_2015,2015,E12034,72.1,E12034
LenaweeCounty_MI_2015,2015,E12042,69.3,E12042
LenaweeCounty_MI_2015,2015,E12084,70.9,E12084
LenaweeCounty_MI_2015,2015,IA2102,71.1,IA2102
LenaweeCounty_MI_2015,2015,LD02-4485,64.2,LD024485
LenaweeCounty_MI_2015,2015,LD10-10198,67.5,LD1010198
LenaweeCounty_MI_2015,2015,LD10-14323,69.1,LD1014323
LenaweeCounty_MI_2015,2015,LD10-5213a,66.9,LD105213A
LenaweeCounty_MI_2015,2015,LD11-643,72.1,LD11643
LenaweeCounty_MI_2015,2015,LD12-15064R1a,70.2,LD1215064R1A
LenaweeCounty_MI_2015,2015,LD12-15129R1a,69.7,LD1215129R1A
LenaweeCounty_MI_2015,2015,LD12-15224R2a,58.2,LD1215224R2A
LenaweeCounty_MI_2015,2015,LD12-15227R2a,66.3,LD1215227R2A
LenaweeCounty_MI_2015,2015,LD12-15229R2a,67.6,LD1215229R2A
LenaweeCounty_MI_2015,2015,LD12-15246R2a,70.8,LD1215246R2A
LenaweeCounty_MI_2015,2015,LD12-15248R2a,65.3,LD1215248R2A
LenaweeCounty_MI_2015,2015,M09-877026,76.1,M09877026
LenaweeCounty_MI_2015,2015,M09-956063,72.4,M09956063
LenaweeCounty_MI_2015,2015,M09-957052,65.9,M09957052
LenaweeCounty_MI_2015,2015,NEX2905A0R,73.6,NEX2905A0R
LenaweeCounty_MI_2015,2015,U06-814223R,61.1,U06814223R
LenaweeCounty_MI_2015,2015,U11-346046,69.7,U11346046
LenaweeCounty_MI_2015,2015,U11-374036,72.4,U11374036
LenaweeCounty_MI_2015,2015,U11-376008,62.6,U11376008
LenaweeCounty_MI_2015,2015,U11-396034,72.4,U11396034
LenaweeCounty_MI_2015,2015,U11-444079,69.9,U11444079
LenaweeCounty_MI_2015,2015,U11-610109,74.0,U11610109
LenaweeCounty_MI_2015,2015,U11-614119,71.8,U11614119
LenaweeCounty_MI_2015,2015,U11-619102,61.6,U11619102
LenaweeCounty_MI_2015,2015,U11-907098,67.2,U11907098
LenaweeCounty_MI_2015,2015,U11-911079,63.5,U11911079
LenaweeCounty_MI_2015,2015,U11-918019,67.2,U11918019
LenaweeCounty_MI_2015,2015,U11-920017,62.5,U11920017
LenaweeCounty_MI_2015,2015,U12-905062,62.8,U12905062
LenaweeCounty_MI_2015,2015,U12-909109R,76.3,U12909109R
LenaweeCounty_MI_2015,2015,U12-923116R,66.7,U12923116R
LenaweeCounty_MI_2018,2018,CR144155,63.5,CR144155
LenaweeCounty_MI_2018,2018,CR147814,51.7,CR147814
LenaweeCounty_MI_2018,2018,CR147839,54.0,CR147839
LenaweeCounty_MI_2018,2018,DSN11-12073,67.4,DSN1112073
LenaweeCounty_MI_2018,2018,DSN11-12119,69.6,DSN1112119
LenaweeCounty_MI_2018,2018,E11128T,67.0,E11128T
LenaweeCounty_MI_2018,2018,E14077,76.3,E14077
LenaweeCounty_MI_2018,2018,E14852,44.7,E14852
LenaweeCounty_MI_2018,2018,E15165T,60.6,E15165T
LenaweeCounty_MI_2018,2018,E15339,70.4,E15339
LenaweeCounty_MI_2018,2018,E15345,63.6,E15345
LenaweeCounty_MI_2018,2018,E15346T,64.0,E15346T
LenaweeCounty_MI_2018,2018,E15347,70.1,E15347
LenaweeCounty_MI_2018,2018,E15349,73.0,E15349
LenaweeCounty_MI_2018,2018,E15351,73.2,E15351
LenaweeCounty_MI_2018,2018,E15390,60.1,E15390
LenaweeCounty_MI_2018,2018,E17808-1,54.5,E178081
LenaweeCounty_MI_2018,2018,IA2102,73.5,IA2102
LenaweeCounty_MI_2018,2018,LD02-4485,71.45,LD024485
LenaweeCounty_MI_2018,2018,LD12-15246R2a,75.0,LD1215246R2A
LenaweeCounty_MI_2018,2018,LD13-6678,77.3,LD136678
LenaweeCounty_MI_2018,2018,LD16-10150,68.7,LD1610150
LenaweeCounty_MI_2018,2018,U11-920017,49.45,U11920017
LenaweeCounty_MI_2018,2018,U14-206326,61.5,U14206326
LenaweeCounty_MI_2018,2018,U14-213255,58.6,U14213255
LenaweeCounty_MI_2018,2018,U14-216260,61.0,U14216260
LenaweeCounty_MI_2018,2018,U14-217227,65.0,U14217227
LenaweeCounty_MI_2018,2018,U14-221187,55.0,U14221187
LenaweeCounty_MI_2018,2018,U14-227255,59.0,U14227255
LenaweeCounty_MI_2018,2018,U14-910097,71.5,U14910097
LenaweeCounty_MI_2018,2018,U14-915126,63.4,U14915126
LenaweeCounty_MI_2018,2018,U14-919098,55.6,U14919098
LenaweeCounty_MI_2018,2018,U15-917133,61.6,U15917133
Lexington_KY_2008,2008,K05-4184RR,33.3,K054184RR
Lexington_KY_2008,2008,K06-3862RR,30.3,K063862RR
Lexington_KY_2008,2008,K06-3879RR,33.8,K063879RR
Lexington_KY_2008,2008,LD00-3309,32.5,LD003309
Lexington_KY_2008,2008,LD02-7222P,35.6,LD027222P
Lexington_KY_2008,2008,LD02-9050,36.1,LD029050
Lexington_KY_2008,2008,LD04-12754,38.1,LD0412754
Lexington_KY_2008,2008,LG04-5196,39.2,LG045196
Lexington_KY_2008,2008,LG04-5372,38.0,LG045372
Lexington_KY_2008,2008,LG04-5377,36.8,LG045377
Lexington_KY_2008,2008,LG04-5993,36.1,LG045993
Lexington_KY_2008,2008,LG04-6000,39.0,LG046000
Lexington_KY_2008,2008,LG04-6449,33.2,LG046449
Lexington_KY_2008,2008,LG05-2356,33.9,LG052356
Lexington_KY_2008,2008,LG05-4010,35.3,LG054010
Lexington_KY_2008,2008,LG05-4292,38.2,LG054292
Lexington_KY_2008,2008,LG05-4317,41.4,LG054317
Lexington_KY_2008,2008,LG05-4354,40.9,LG054354
Lexington_KY_2008,2008,MD04-5060,33.4,MD045060
Lexington_KY_2008,2008,MD05-5177,36.0,MD055177
Lexington_KY_2008,2008,Macon,37.4,MACON
Lincoln_NE_2008,2008,CL04-1323141,42.9,CL041323141
Lincoln_NE_2008,2008,CL05-20251,44.7,CL0520251
Lincoln_NE_2008,2008,HS5-3413,46.7,HS53413
Lincoln_NE_2008,2008,HS6-3890,42.6,HS63890
Lincoln_NE_2008,2008,HS6-3966,42.6,HS63966
Lincoln_NE_2008,2008,IA3023,37.36666666666667,IA3023
Lincoln_NE_2008,2008,K06-2087RR,44.3,K062087RR
Lincoln_NE_2008,2008,K06-2489RR,38.3,K062489RR
Lincoln_NE_2008,2008,LD04-13265,32.0,LD0413265
Lincoln_NE_2008,2008,LD05-16874,45.2,LD0516874
Lincoln_NE_2008,2008,LG04-4717,37.4,LG044717
Lincoln_NE_2008,2008,LG05-4092,37.9,LG054092
Lincoln_NE_2008,2008,LG05-4126,45.4,LG054126
Lincoln_NE_2008,2008,LG05-4464,40.1,LG054464
Lincoln_NE_2008,2008,LG05-4832,42.6,LG054832
Lincoln_NE_2008,2008,Macon,43.53333333333333,MACON
Lincoln_NE_2008,2008,NEX2905A0R,43.7,NEX2905A0R
Lincoln_NE_2008,2008,U03-827101,37.1,U03827101
Lincoln_NE_2008,2008,U04-945062,28.8,U04945062
Lincoln_NE_2008,2008,U05-226055,46.2,U05226055
Lincoln_NE_2008,2008,U05-741026,41.2,U05741026
Lincoln_NE_2009,2009,CL04-10534,77.1,CL0410534
Lincoln_NE_2009,2009,CL05-3314,83.6,CL053314
Lincoln_NE_2009,2009,E05053,83.7,E05053
Lincoln_NE_2009,2009,HS7W-190,82.0,HS7W190
Lincoln_NE_2009,2009,HS7W-82,73.3,HS7W82
Lincoln_NE_2009,2009,IA3023,86.7,IA3023
Lincoln_NE_2009,2009,K06-2087RR,69.5,K062087RR
Lincoln_NE_2009,2009,K06-2489RR,63.9,K062489RR
Lincoln_NE_2009,2009,K07-1253,80.9,K071253
Lincoln_NE_2009,2009,K07-1544,81.8,K071544
Lincoln_NE_2009,2009,LD04-13265,81.0,LD0413265
Lincoln_NE_2009,2009,LG06-2340,84.8,LG062340
Lincoln_NE_2009,2009,LG06-2354,82.7,LG062354
Lincoln_NE_2009,2009,LG06-2697,84.4,LG062697
Lincoln_NE_2009,2009,LG06-2855,78.2,LG062855
Lincoln_NE_2009,2009,LG06-2866,82.3,LG062866
Lincoln_NE_2009,2009,LG06-6094,76.5,LG066094
Lincoln_NE_2009,2009,NEX2905A0R,74.7,NEX2905A0R
Lincoln_NE_2009,2009,U03-827101,75.3,U03827101
Lincoln_NE_2009,2009,U05-226055,85.4,U05226055
Lincoln_NE_2009,2009,U05-741026,86.7,U05741026
Lincoln_NE_2009,2009,U06-100052,82.4,U06100052
Lincoln_NE_2009,2009,U06-206737,83.7,U06206737
Lincoln_NE_2009,2009,U06-300984,83.1,U06300984
Lincoln_NE_2010,2010,HS6-3967,72.1,HS63967
Lincoln_NE_2010,2010,HS7-4314,77.9,HS74314
Lincoln_NE_2010,2010,HS7W-190,71.7,HS7W190
Lincoln_NE_2010,2010,HS8-3317,74.9,HS83317
Lincoln_NE_2010,2010,IA3023,85.53333333333335,IA3023
Lincoln_NE_2010,2010,K07-1544,73.9,K071544
Lincoln_NE_2010,2010,K08-2043RR,73.5,K082043RR
Lincoln_NE_2010,2010,K08-2452RR,76.8,K082452RR
Lincoln_NE_2010,2010,K08-2509RR,87.3,K082509RR
Lincoln_NE_2010,2010,K08-2528RR,79.8,K082528RR
Lincoln_NE_2010,2010,K08-2529RR,83.7,K082529RR
Lincoln_NE_2010,2010,K08-2545RR,88.3,K082545RR
Lincoln_NE_2010,2010,K08-6247,89.1,K086247
Lincoln_NE_2010,2010,LG06-2219,84.7,LG062219
Lincoln_NE_2010,2010,LG06-2340,76.0,LG062340
Lincoln_NE_2010,2010,LG06-2354,76.2,LG062354
Lincoln_NE_2010,2010,LG06-2866,82.2,LG062866
Lincoln_NE_2010,2010,LG06-6094,69.5,LG066094
Lincoln_NE_2010,2010,LG07-2309,84.3,LG072309
Lincoln_NE_2010,2010,LG07-8914,63.2,LG078914
Lincoln_NE_2010,2010,LG08-3007,75.0,LG083007
Lincoln_NE_2010,2010,LG08-3009,80.0,LG083009
Lincoln_NE_2010,2010,NEX2905A0R,78.0,NEX2905A0R
Lincoln_NE_2010,2010,U03-827101,77.5,U03827101
Lincoln_NE_2010,2010,U05-226055,70.7,U05226055
Lincoln_NE_2010,2010,U06-100052,76.6,U06100052
Lincoln_NE_2010,2010,U06-206737,80.8,U06206737
Lincoln_NE_2010,2010,U07-200233,64.7,U07200233
Lincoln_NE_2010,2010,U07-200271,62.4,U07200271
Lincoln_NE_2010,2010,U07-200311,77.1,U07200311
Lincoln_NE_2010,2010,U07-200317,61.8,U07200317
Lincoln_NE_2010,2010,U07-200364,70.3,U07200364
Lincoln_NE_2010,2010,U07-317222,71.2,U07317222
Lincoln_NE_2010,2010,U07-332222,69.6,U07332222
Lincoln_NE_2010,2010,U07-335229,63.5,U07335229
Lincoln_NE_2011,2011,CL04-10534,66.9,CL0410534
Lincoln_NE_2011,2011,CL05-3314,68.3,CL053314
Lincoln_NE_2011,2011,HM09-W053,71.9,HM09W053
Lincoln_NE_2011,2011,HS6-3973R,67.8,HS63973R
Lincoln_NE_2011,2011,HS8-3672,67.1,HS83672
Lincoln_NE_2011,2011,IA3023,77.46666666666665,IA3023
Lincoln_NE_2011,2011,K07-1544,72.5,K071544
Lincoln_NE_2011,2011,K08-2509RR,73.5,K082509RR
Lincoln_NE_2011,2011,K08-2528RR,74.5,K082528RR
Lincoln_NE_2011,2011,LD07-3419,70.2,LD073419
Lincoln_NE_2011,2011,LD07-4477,78.3,LD074477
Lincoln_NE_2011,2011,LD07-4530,70.5,LD074530
Lincoln_NE_2011,2011,LD08-2355,75.2,LD082355
Lincoln_NE_2011,2011,LD08-5579,72.2,LD085579
Lincoln_NE_2011,2011,LD08-6068a,67.7,LD086068A
Lincoln_NE_2011,2011,LD08-8622,69.0,LD088622
Lincoln_NE_2011,2011,LG07-2309,72.4,LG072309
Lincoln_NE_2011,2011,LG09-7250,67.9,LG097250
Lincoln_NE_2011,2011,LG09-7356,66.6,LG097356
Lincoln_NE_2011,2011,LG09-7464,74.6,LG097464
Lincoln_NE_2011,2011,LG09-7547,73.6,LG097547
Lincoln_NE_2011,2011,LG09-8545,72.0,LG098545
Lincoln_NE_2011,2011,LG09-8556,68.1,LG098556
Lincoln_NE_2011,2011,LG09-8615,68.7,LG098615
Lincoln_NE_2011,2011,LG09-8656,68.3,LG098656
Lincoln_NE_2011,2011,NEX2905A0R,68.8,NEX2905A0R
Lincoln_NE_2011,2011,U03-827101,72.6,U03827101
Lincoln_NE_2011,2011,U10-425065,78.6,U10425065
Lincoln_NE_2012,2012,AR11-214015,88.6,AR11214015
Lincoln_NE_2012,2012,E10173,72.6,E10173
Lincoln_NE_2012,2012,E10174,80.3,E10174
Lincoln_NE_2012,2012,HM09-W054,79.0,HM09W054
Lincoln_NE_2012,2012,HM09-W158,77.8,HM09W158
Lincoln_NE_2012,2012,HM09-W174,75.7,HM09W174
Lincoln_NE_2012,2012,HM10-W081,71.1,HM10W081
Lincoln_NE_2012,2012,HR09-706,77.3,HR09706
Lincoln_NE_2012,2012,HR09-730,76.9,HR09730
Lincoln_NE_2012,2012,HS8-3463,74.4,HS83463
Lincoln_NE_2012,2012,IA3023,87.43333333333334,IA3023
Lincoln_NE_2012,2012,LD07-3419,73.8,LD073419
Lincoln_NE_2012,2012,LD07-4477,82.8,LD074477
Lincoln_NE_2012,2012,LD08-1592,75.5,LD081592
Lincoln_NE_2012,2012,LD08-2355,78.6,LD082355
Lincoln_NE_2012,2012,LD08-6972,71.4,LD086972
Lincoln_NE_2012,2012,LD08-8622,79.0,LD088622
Lincoln_NE_2012,2012,LD08-RST5-10,81.3,LD08RST510
Lincoln_NE_2012,2012,LD09-10220,78.7,LD0910220
Lincoln_NE_2012,2012,LD09-17071R2,59.9,LD0917071R2
Lincoln_NE_2012,2012,LD09-17123R2,72.2,LD0917123R2
Lincoln_NE_2012,2012,LD09-17140R2,65.1,LD0917140R2
Lincoln_NE_2012,2012,LD09-17213R2,63.5,LD0917213R2
Lincoln_NE_2012,2012,LD09-17220R2,60.2,LD0917220R2
Lincoln_NE_2012,2012,LD09-30208,83.9,LD0930208
Lincoln_NE_2012,2012,LD09-42,77.5,LD0942
Lincoln_NE_2012,2012,LG08-3607,71.5,LG083607
Lincoln_NE_2012,2012,LG09-7157,66.8,LG097157
Lincoln_NE_2012,2012,LG09-7163,78.2,LG097163
Lincoln_NE_2012,2012,LG09-7431,79.7,LG097431
Lincoln_NE_2012,2012,LG09-7823,72.7,LG097823
Lincoln_NE_2012,2012,LG09-8078,69.7,LG098078
Lincoln_NE_2012,2012,LG09-8165,76.8,LG098165
Lincoln_NE_2012,2012,LG09-8545,76.1,LG098545
Lincoln_NE_2012,2012,NEX2905A0R,57.3,NEX2905A0R
Lincoln_NE_2012,2012,U03-827101,62.2,U03827101
Lincoln_NE_2012,2012,U11-607174R,66.1,U11607174R
Lincoln_NE_2012,2012,U11-609165R,69.9,U11609165R
Lincoln_NE_2014,2014,AR11-214015,80.7,AR11214015
Lincoln_NE_2014,2014,AR13-332001,76.8,AR13332001
Lincoln_NE_2014,2014,AR13-332013,67.8,AR13332013
Lincoln_NE_2014,2014,AR13-332017,85.8,AR13332017
Lincoln_NE_2014,2014,AR13-332023,75.0,AR13332023
Lincoln_NE_2014,2014,AR13-332029,74.3,AR13332029
Lincoln_NE_2014,2014,AR13-332030,73.9,AR13332030
Lincoln_NE_2014,2014,AR13-332047,74.5,AR13332047
Lincoln_NE_2014,2014,AR13-332056,80.5,AR13332056
Lincoln_NE_2014,2014,AR13-332057,75.6,AR13332057
Lincoln_NE_2014,2014,AR13-332085,70.9,AR13332085
Lincoln_NE_2014,2014,HM11-W192,76.0,HM11W192
Lincoln_NE_2014,2014,HM12-N067,78.8,HM12N067
Lincoln_NE_2014,2014,HM12-N069,69.8,HM12N069
Lincoln_NE_2014,2014,HM12-O040,71.3,HM12O040
Lincoln_NE_2014,2014,HM12-O068,71.8,HM12O068
Lincoln_NE_2014,2014,HM12-W069,67.3,HM12W069
Lincoln_NE_2014,2014,HM12-W171,71.5,HM12W171
Lincoln_NE_2014,2014,HM12-W180,72.3,HM12W180
Lincoln_NE_2014,2014,HM12-W300,69.2,HM12W300
Lincoln_NE_2014,2014,HR10-3325,75.2,HR103325
Lincoln_NE_2014,2014,HR10-3329,69.5,HR103329
Lincoln_NE_2014,2014,HR10-3349,78.9,HR103349
Lincoln_NE_2014,2014,IA3023,86.26666666666667,IA3023
Lincoln_NE_2014,2014,LD10-10219,79.9,LD1010219
Lincoln_NE_2014,2014,LD10-10226,82.1,LD1010226
Lincoln_NE_2014,2014,LD10-2477,80.9,LD102477
Lincoln_NE_2014,2014,LD10-9168,77.6,LD109168
Lincoln_NE_2014,2014,LD10-9200,80.7,LD109200
Lincoln_NE_2014,2014,LD10-9409,86.7,LD109409
Lincoln_NE_2014,2014,LD10-9763,77.2,LD109763
Lincoln_NE_2014,2014,LD11-10069,74.3,LD1110069
Lincoln_NE_2014,2014,LD11-1249,86.0,LD111249
Lincoln_NE_2014,2014,LD11-13479R2a,76.3,LD1113479R2A
Lincoln_NE_2014,2014,LD11-13494R2a,80.1,LD1113494R2A
Lincoln_NE_2014,2014,LD11-13523R2a,82.3,LD1113523R2A
Lincoln_NE_2014,2014,LD11-13677R2,77.4,LD1113677R2
Lincoln_NE_2014,2014,LD11-13802R2,78.3,LD1113802R2
Lincoln_NE_2014,2014,LD11-14102R,72.7,LD1114102R
Lincoln_NE_2014,2014,LD11-14362R,78.8,LD1114362R
Lincoln_NE_2014,2014,LD11-1882,81.0,LD111882
Lincoln_NE_2014,2014,LG10-3432,72.3,LG103432
Lincoln_NE_2014,2014,LG11-6210,76.0,LG116210
Lincoln_NE_2014,2014,LG11-6212,73.8,LG116212
Lincoln_NE_2014,2014,LG11-6214,73.9,LG116214
Lincoln_NE_2014,2014,LG12-1023,81.0,LG121023
Lincoln_NE_2014,2014,LG12-2087,72.0,LG122087
Lincoln_NE_2014,2014,LG12-2096,68.1,LG122096
Lincoln_NE_2014,2014,LG12-2177,77.3,LG122177
Lincoln_NE_2014,2014,LG12-3913,71.5,LG123913
Lincoln_NE_2014,2014,NEX2905A0R,71.0,NEX2905A0R
Lincoln_NE_2014,2014,SA11-3268,58.5,SA113268
Lincoln_NE_2014,2014,U03-827101,76.9,U03827101
Lincoln_NE_2014,2014,U11-343008,79.4,U11343008
Lincoln_NE_2014,2014,U11-360009,73.2,U11360009
Lincoln_NE_2014,2014,U11-377007,79.4,U11377007
Lincoln_NE_2014,2014,U11-380035,81.9,U11380035
Lincoln_NE_2014,2014,U11-410122,83.5,U11410122
Lincoln_NE_2014,2014,U11-430085,74.7,U11430085
Lincoln_NE_2014,2014,U11-441098,74.7,U11441098
Lincoln_NE_2014,2014,U11-444083,82.8,U11444083
Lincoln_NE_2014,2014,U11-448096,80.3,U11448096
Lincoln_NE_2014,2014,U11-449088,84.2,U11449088
Lincoln_NE_2014,2014,U11-468126,80.2,U11468126
Lincoln_NE_2014,2014,U11-494100,85.4,U11494100
Lincoln_NE_2014,2014,U11-607174R,88.4,U11607174R
Lincoln_NE_2014,2014,U11-612121,83.7,U11612121
Lincoln_NE_2014,2014,U11-614093,85.7,U11614093
Lincoln_NE_2014,2014,U11-616086,78.0,U11616086
Lincoln_NE_2014,2014,U11-616111,87.8,U11616111
Lincoln_NE_2014,2014,U11-622148,78.4,U11622148
Lincoln_NE_2014,2014,U11-649117,75.3,U11649117
Lincoln_NE_2014,2014,U12-611009,78.8,U12611009
Lincoln_NE_2014,2014,U12-916110R,73.3,U12916110R
Lincoln_NE_2014,2014,U12-917111R,75.5,U12917111R
Lincoln_NE_2016,2016,AR14-248020,65.4,AR14248020
Lincoln_NE_2016,2016,AR15-359004,46.4,AR15359004
Lincoln_NE_2016,2016,AR15-359008,58.1,AR15359008
Lincoln_NE_2016,2016,AR15-359011,55.5,AR15359011
Lincoln_NE_2016,2016,AR15-359028,68.3,AR15359028
Lincoln_NE_2016,2016,AR15-359042,56.9,AR15359042
Lincoln_NE_2016,2016,DSN11-03004,60.8,DSN1103004
